policy,base_price,proposed_price,price_delta,price_delta_pct,acceptance_probability,expected_revenue
Historical,284.25727302188227,284.25727302188227,0.0,0.0,0.5,142.12863651094113
Historical,173.87475274940766,173.87475274940766,0.0,0.0,0.5,86.93737637470383
Historical,329.7954689622466,329.7954689622466,0.0,0.0,0.5,164.8977344811233
Historical,470.2012317513198,470.2012317513198,0.0,0.0,0.5,235.1006158756599
Historical,579.6814223640141,579.6814223640141,0.0,0.0,0.5,289.84071118200706
Historical,339.9553606047221,339.9553606047221,0.0,0.0,0.5,169.97768030236105
Historical,104.06154127359152,104.06154127359152,0.0,0.0,0.5,52.03077063679576
Historical,235.81186355604996,235.81186355604996,0.0,0.0,0.5,117.90593177802498
Historical,501.4125174833056,501.4125174833056,0.0,0.0,0.5,250.7062587416528
Historical,398.99336457061025,398.99336457061025,0.0,0.0,0.5,199.49668228530513
Historical,669.2986264658781,669.2986264658781,0.0,0.0,0.5,334.64931323293905
Historical,414.9901047325251,414.9901047325251,0.0,0.0,0.5,207.49505236626254
Historical,490.41072171830416,490.41072171830416,0.0,0.0,0.5,245.20536085915208
Historical,296.24287599192223,296.24287599192223,0.0,0.0,0.5,148.12143799596112
Historical,327.0888648717375,327.0888648717375,0.0,0.0,0.5,163.54443243586874
Historical,445.1368684239125,445.1368684239125,0.0,0.0,0.5,222.56843421195626
Historical,244.5361718306458,244.5361718306458,0.0,0.0,0.5,122.2680859153229
Historical,47.31430863361691,47.31430863361691,0.0,0.0,0.5,23.657154316808455
Historical,129.8082629093964,129.8082629093964,0.0,0.0,0.5,64.9041314546982
Historical,382.9481103198511,382.9481103198511,0.0,0.0,0.5,191.47405515992554
Historical,82.77279318243978,82.77279318243978,0.0,0.0,0.5,41.38639659121989
Historical,64.07117255500656,64.07117255500656,0.0,0.0,0.5,32.03558627750328
Historical,390.6687658288554,390.6687658288554,0.0,0.0,0.5,195.3343829144277
Historical,212.16652497375455,212.16652497375455,0.0,0.0,0.5,106.08326248687727
Historical,235.65813370551408,235.65813370551408,0.0,0.0,0.5,117.82906685275704
Historical,406.5574980533908,406.5574980533908,0.0,0.0,0.5,203.2787490266954
Historical,182.4744270596517,182.4744270596517,0.0,0.0,0.5,91.23721352982585
Historical,652.617297300081,652.617297300081,0.0,0.0,0.5,326.3086486500405
Historical,403.22709836941993,403.22709836941993,0.0,0.0,0.5,201.61354918470997
Historical,537.7848594528473,537.7848594528473,0.0,0.0,0.5,268.89242972642364
Historical,286.13145256368455,286.13145256368455,0.0,0.0,0.5,143.06572628184227
Historical,485.0546633356366,485.0546633356366,0.0,0.0,0.5,242.5273316678183
Historical,171.0859835160851,171.0859835160851,0.0,0.0,0.5,85.54299175804255
Historical,485.8784537318511,485.8784537318511,0.0,0.0,0.5,242.93922686592555
Historical,294.7328864777875,294.7328864777875,0.0,0.0,0.5,147.36644323889374
Historical,392.83872040801793,392.83872040801793,0.0,0.0,0.5,196.41936020400897
Historical,456.1809467866996,456.1809467866996,0.0,0.0,0.5,228.0904733933498
Historical,502.5293207873478,502.5293207873478,0.0,0.0,0.5,251.2646603936739
Historical,244.21766165291973,244.21766165291973,0.0,0.0,0.5,122.10883082645987
Historical,634.7265312250814,634.7265312250814,0.0,0.0,0.5,317.3632656125407
Historical,345.40676830595487,345.40676830595487,0.0,0.0,0.5,172.70338415297743
Historical,151.15212964816465,151.15212964816465,0.0,0.0,0.5,75.57606482408232
Historical,530.7599938912294,530.7599938912294,0.0,0.0,0.5,265.3799969456147
Historical,482.85016419959805,482.85016419959805,0.0,0.0,0.5,241.42508209979903
Historical,355.9595074862448,355.9595074862448,0.0,0.0,0.5,177.9797537431224
Historical,303.9609626071891,303.9609626071891,0.0,0.0,0.5,151.98048130359456
Historical,514.8771742414517,514.8771742414517,0.0,0.0,0.5,257.43858712072586
Historical,361.13235495172165,361.13235495172165,0.0,0.0,0.5,180.56617747586083
Historical,80.26246462184758,80.26246462184758,0.0,0.0,0.5,40.13123231092379
Historical,420.6239113101238,420.6239113101238,0.0,0.0,0.5,210.3119556550619
Historical,520.8926706123274,520.8926706123274,0.0,0.0,0.5,260.4463353061637
Historical,183.07579104191225,183.07579104191225,0.0,0.0,0.5,91.53789552095613
Historical,190.13746358777752,190.13746358777752,0.0,0.0,0.5,95.06873179388876
Historical,522.3021028701461,522.3021028701461,0.0,0.0,0.5,261.15105143507304
Historical,410.6863449474928,410.6863449474928,0.0,0.0,0.5,205.3431724737464
Historical,584.9958711291002,584.9958711291002,0.0,0.0,0.5,292.4979355645501
Historical,301.62262644973293,301.62262644973293,0.0,0.0,0.5,150.81131322486647
Historical,413.5870840445325,413.5870840445325,0.0,0.0,0.5,206.79354202226625
Historical,273.11810461931896,273.11810461931896,0.0,0.0,0.5,136.55905230965948
Historical,247.1745626508575,247.1745626508575,0.0,0.0,0.5,123.58728132542875
Historical,213.44325079724317,213.44325079724317,0.0,0.0,0.5,106.72162539862158
Historical,295.79438015283176,295.79438015283176,0.0,0.0,0.5,147.89719007641588
Historical,145.0698091748401,145.0698091748401,0.0,0.0,0.5,72.53490458742004
Historical,297.0186264188845,297.0186264188845,0.0,0.0,0.5,148.50931320944224
