policy,base_price,proposed_price,price_delta,price_delta_pct,acceptance_probability,expected_revenue
demand_supply,284.25727302188227,426.3859095328234,142.12863651094113,0.5,0.11920292202211755,50.82644632537082
demand_supply,173.87475274940766,216.22885918836593,42.35410643895827,0.24358974358974356,0.27401251927654147,59.24941444649669
demand_supply,329.7954689622466,388.30756829425803,58.51209933201142,0.17741935483870944,0.3296701226393353,128.0134036613501
demand_supply,470.2012317513198,940.4024635026396,470.2012317513198,1.0,0.05,47.020123175131985
demand_supply,579.6814223640141,1159.3628447280282,579.6814223640141,1.0,0.05,57.96814223640141
demand_supply,339.9553606047221,456.5114842406269,116.55612363590478,0.342857142857143,0.2023891372761674,92.39296545212316
demand_supply,104.06154127359152,164.56243736288891,60.5008960892974,0.5813953488372093,0.08902636491483315,14.650395599942922
demand_supply,235.81186355604996,305.34613101488515,69.53426745883519,0.29487179487179466,0.23514441525703894,71.80043742849438
demand_supply,501.4125174833056,1002.8250349666112,501.4125174833056,1.0,0.05,50.14125174833056
demand_supply,398.99336457061025,797.9867291412205,398.99336457061025,1.0,0.05,39.899336457061025
demand_supply,669.2986264658781,1338.5972529317562,669.2986264658781,1.0,0.05,66.92986264658781
demand_supply,414.9901047325251,535.1188192603613,120.12871452783622,0.2894736842105263,0.23905003288236595,127.92017134016221
demand_supply,490.41072171830416,980.8214434366083,490.41072171830416,1.0,0.05,49.04107217183042
demand_supply,296.24287599192223,370.30359498990276,74.06071899798053,0.24999999999999992,0.2689414213699952,99.58997517500349
demand_supply,327.0888648717375,654.177729743475,327.0888648717375,1.0,0.05,32.70888648717375
demand_supply,445.1368684239125,890.273736847825,445.1368684239125,1.0,0.05,44.51368684239125
demand_supply,244.5361718306458,288.20334537183254,43.66717354118674,0.17857142857142855,0.32865254651727005,94.71876337124904
demand_supply,47.31430863361691,94.62861726723382,47.31430863361691,1.0,0.05,4.731430863361691
demand_supply,129.8082629093964,259.6165258187928,129.8082629093964,1.0,0.05,12.98082629093964
demand_supply,382.9481103198511,765.8962206397022,382.9481103198511,1.0,0.05,38.29481103198511
demand_supply,82.77279318243978,129.67737598582232,46.90458280338254,0.5666666666666667,0.09392149601927116,12.17949315244194
demand_supply,64.07117255500656,96.10675883250983,32.03558627750327,0.4999999999999999,0.1192029220221176,11.456206478910131
demand_supply,390.6687658288554,781.3375316577108,390.6687658288554,1.0,0.05,39.06687658288554
demand_supply,212.16652497375455,318.2497874606318,106.08326248687726,0.49999999999999994,0.11920292202211757,37.936304598225185
demand_supply,235.65813370551408,415.50249890182744,179.84436519631336,0.763157894736842,0.05,20.775124945091374
demand_supply,406.5574980533908,813.1149961067816,406.5574980533908,1.0,0.05,40.655749805339084
demand_supply,182.4744270596517,290.3002248676277,107.82579780797602,0.5909090909090909,0.08598796739923159,24.962326271907173
demand_supply,652.617297300081,748.3345009040927,95.71720360401173,0.14666666666666645,0.3574000407172974,267.45478109328116
demand_supply,403.22709836941993,580.4026415923469,177.17554322292693,0.4393939393939394,0.14709421909266443,85.37387332434587
demand_supply,537.7848594528473,672.2310743160591,134.44621486321182,0.25,0.2689414213699951,180.79078061563973
demand_supply,286.13145256368455,572.2629051273691,286.13145256368455,1.0,0.05,28.613145256368455
demand_supply,485.0546633356366,567.3407222943607,82.28605895872414,0.16964285714285732,0.3365802194814207,190.9556648305837
demand_supply,171.0859835160851,342.1719670321702,171.0859835160851,1.0,0.05,17.10859835160851
demand_supply,485.8784537318511,597.2255993787336,111.3471456468825,0.22916666666666657,0.28563757050894417,170.59006925228945
demand_supply,294.7328864777875,460.5201351215429,165.78724864375545,0.5625,0.09534946489910949,43.91034845910472
demand_supply,392.83872040801793,634.9370015897034,242.09828118168548,0.6162790697674418,0.07834012885918892,49.74104652200441
demand_supply,456.1809467866996,808.6844056673311,352.5034588806315,0.7727272727272727,0.05,40.43422028336656
demand_supply,502.5293207873478,670.0390943831304,167.50977359578263,0.3333333333333334,0.20860852732604487,139.7758687301416
demand_supply,244.21766165291973,488.43532330583946,244.21766165291973,1.0,0.05,24.421766165291974
demand_supply,634.7265312250814,1269.4530624501629,634.7265312250814,1.0,0.05,63.47265312250815
demand_supply,345.40676830595487,518.1101524589324,172.7033841529775,0.5000000000000001,0.11920292202211753,61.76024410242954
